Date,City,Region,PM2.5,PM10,NO2,CO,SO2,AQI,AQI_Bucket,Year,Month
2019-08-04,Nagpur,West,48,73,25,1.89,3,106,Moderate,2019,8
2019-08-04,Nagpur,West,36,83,17,1.94,13,91,Satisfactory,2019,8
2019-08-04,Nagpur,West,51,95,24,1.57,12,109,Moderate,2019,8
2019-08-04,Nagpur,West,53,78,19,1.6,6,94,Satisfactory,2019,8
2019-08-04,Nagpur,West,40,80,24,1.44,17,102,Moderate,2019,8
2019-08-06,Nagpur,West,49,115,34,2.2,12,108,Moderate,2019,8
2019-08-07,Nagpur,West,43,51,11,1.54,6,75,Satisfactory,2019,8
2019-08-07,Nagpur,West,32,78,24,2.67,14,93,Satisfactory,2019,8
2019-08-11,Nagpur,West,41,96,31,1.2,10,96,Satisfactory,2019,8
2019-08-12,Nagpur,West,62,114,30,2.57,15,131,Moderate,2019,8
2019-08-12,Nagpur,West,59,117,29,2.41,15,120,Moderate,2019,8
2019-08-14,Nagpur,West,40,101,23,2.1,8,117,Moderate,2019,8
2019-08-14,Nagpur,West,50,103,28,2.07,17,124,Moderate,2019,8
2019-08-16,Nagpur,West,54,105,29,2.29,7,115,Moderate,2019,8
2019-08-18,Nagpur,West,49,127,32,2.07,6,127,Moderate,2019,8
2019-08-21,Nagpur,West,65,94,23,2.72,12,124,Moderate,2019,8
2019-08-22,Nagpur,West,41,84,30,1.61,7,97,Satisfactory,2019,8
2019-08-22,Nagpur,West,33,94,24,1.19,9,96,Satisfactory,2019,8
2019-08-22,Nagpur,West,52,83,26,2.24,14,113,Moderate,2019,8
2019-08-23,Nagpur,West,41,98,20,2.11,16,114,Moderate,2019,8
2019-08-25,Nagpur,West,47,103,25,1.88,11,119,Moderate,2019,8
2019-08-26,Nagpur,West,54,84,25,1.13,6,100,Satisfactory,2019,8
2019-08-26,Nagpur,West,49,104,26,2.72,13,111,Moderate,2019,8
2019-09-01,Nagpur,West,74,124,35,2.96,15,158,Moderate,2019,9
2019-09-01,Nagpur,West,75,146,38,2.58,18,153,Moderate,2019,9
2019-09-04,Nagpur,West,63,102,29,2.26,18,126,Moderate,2019,9
2019-09-05,Nagpur,West,44,100,28,2.05,9,106,Moderate,2019,9
2019-09-05,Nagpur,West,59,85,26,2.53,19,131,Moderate,2019,9
2019-09-05,Nagpur,West,58,145,27,2.62,19,136,Moderate,2019,9
2019-09-05,Nagpur,West,43,85,29,2.01,15,108,Moderate,2019,9
2019-09-06,Nagpur,West,67,124,36,2.33,21,140,Moderate,2019,9
2019-09-07,Nagpur,West,68,132,41,2.4,21,144,Moderate,2019,9
2019-09-07,Nagpur,West,55,101,21,1.65,7,124,Moderate,2019,9
2019-09-08,Nagpur,West,58,97,29,1.92,15,113,Moderate,2019,9
2019-09-10,Nagpur,West,59,121,27,2.18,14,133,Moderate,2019,9
2019-09-10,Nagpur,West,48,76,28,2.04,14,111,Moderate,2019,9
2019-09-11,Nagpur,West,28,108,22,2.36,12,114,Moderate,2019,9
2019-09-11,Nagpur,West,71,100,30,2.34,11,126,Moderate,2019,9
2019-09-11,Nagpur,West,68,123,37,2.57,15,144,Moderate,2019,9
2019-09-11,Nagpur,West,47,138,35,1.92,13,135,Moderate,2019,9
2019-09-11,Nagpur,West,61,98,28,2.25,16,125,Moderate,2019,9
2019-09-12,Nagpur,West,71,128,25,2.29,21,145,Moderate,2019,9
2019-09-13,Nagpur,West,63,101,23,2.1,15,116,Moderate,2019,9
2019-09-13,Nagpur,West,69,130,29,2.6,19,146,Moderate,2019,9
2019-09-16,Nagpur,West,70,117,30,2.52,11,139,Moderate,2019,9
2019-09-20,Nagpur,West,68,125,44,2.36,19,144,Moderate,2019,9
2019-09-21,Nagpur,West,69,104,39,2.66,10,142,Moderate,2019,9
2019-09-22,Nagpur,West,49,107,31,2.06,14,121,Moderate,2019,9
2019-09-23,Nagpur,West,64,130,33,2.34,25,135,Moderate,2019,9
2019-09-24,Nagpur,West,75,135,25,2.62,13,137,Moderate,2019,9
2019-09-24,Nagpur,West,42,74,26,2.26,13,105,Moderate,2019,9
2019-09-25,Nagpur,West,59,104,23,2.2,18,116,Moderate,2019,9
2019-09-26,Nagpur,West,62,120,33,2.5,17,140,Moderate,2019,9
2019-09-26,Nagpur,West,67,138,28,2.63,10,137,Moderate,2019,9
2019-09-27,Nagpur,West,37,119,27,2.38,14,127,Moderate,2019,9
2019-10-01,Nagpur,West,75,170,44,3.26,26,180,Moderate,2019,10
2019-10-02,Nagpur,West,94,157,45,3.33,27,190,Moderate,2019,10
2019-10-06,Nagpur,West,68,147,42,2.52,24,161,Moderate,2019,10
2019-10-08,Nagpur,West,76,144,38,3.26,29,177,Moderate,2019,10
2019-10-08,Nagpur,West,91,167,45,2.98,16,177,Moderate,2019,10
2019-10-09,Nagpur,West,92,174,46,3.24,25,187,Moderate,2019,10
2019-10-09,Nagpur,West,81,142,46,2.74,21,174,Moderate,2019,10
2019-10-10,Nagpur,West,92,145,30,2.96,19,170,Moderate,2019,10
2019-10-14,Nagpur,West,59,124,32,2.35,15,147,Moderate,2019,10
2019-10-15,Nagpur,West,91,159,49,3.17,24,178,Moderate,2019,10
2019-10-15,Nagpur,West,60,114,34,1.96,21,140,Moderate,2019,10
2019-10-17,Nagpur,West,80,133,48,2.62,15,160,Moderate,2019,10
2019-10-18,Nagpur,West,94,147,43,3.74,19,179,Moderate,2019,10
2019-10-18,Nagpur,West,79,134,40,2.9,21,160,Moderate,2019,10
2019-10-21,Nagpur,West,90,156,39,3.44,20,170,Moderate,2019,10
2019-10-22,Nagpur,West,71,136,27,2.15,13,144,Moderate,2019,10
2019-10-22,Nagpur,West,88,156,50,3.05,17,189,Moderate,2019,10
2019-10-23,Nagpur,West,94,164,41,3.24,24,190,Moderate,2019,10
2019-10-24,Nagpur,West,76,166,35,2.45,17,170,Moderate,2019,10
2019-10-27,Nagpur,West,83,162,52,3.45,23,193,Moderate,2019,10
2019-11-01,Nagpur,West,97,209,59,4.12,31,221,Poor,2019,11
2019-11-01,Nagpur,West,90,192,55,3.77,30,229,Poor,2019,11
2019-11-04,Nagpur,West,94,180,60,3.34,28,210,Poor,2019,11
2019-11-05,Nagpur,West,84,163,43,3.74,18,183,Moderate,2019,11
2019-11-05,Nagpur,West,95,162,44,3.84,13,194,Moderate,2019,11
2019-11-05,Nagpur,West,101,184,45,4.05,25,217,Poor,2019,11
2019-11-05,Nagpur,West,93,149,36,3.31,21,196,Moderate,2019,11
2019-11-07,Nagpur,West,96,187,57,4.19,34,222,Poor,2019,11
2019-11-08,Nagpur,West,89,183,48,3.39,27,202,Poor,2019,11
2019-11-09,Nagpur,West,84,180,53,3.66,29,207,Poor,2019,11
2019-11-10,Nagpur,West,91,174,49,3.59,21,201,Poor,2019,11
2019-11-11,Nagpur,West,93,167,54,4.0,19,209,Poor,2019,11
2019-11-12,Nagpur,West,92,180,55,3.96,29,202,Poor,2019,11
2019-11-12,Nagpur,West,82,167,36,3.79,21,188,Moderate,2019,11
2019-11-12,Nagpur,West,79,166,45,2.57,22,187,Moderate,2019,11
2019-11-14,Nagpur,West,96,197,50,3.28,24,213,Poor,2019,11
2019-11-14,Nagpur,West,99,148,47,3.63,24,201,Poor,2019,11
2019-11-17,Nagpur,West,99,175,47,3.52,26,201,Poor,2019,11
2019-11-17,Nagpur,West,102,177,47,3.97,18,214,Poor,2019,11
2019-11-17,Nagpur,West,72,166,42,3.15,22,189,Moderate,2019,11
2019-11-18,Nagpur,West,100,170,47,3.56,23,211,Poor,2019,11
2019-11-19,Nagpur,West,84,153,38,3.52,17,180,Moderate,2019,11
2019-11-20,Nagpur,West,90,168,47,3.68,28,202,Poor,2019,11
2019-11-20,Nagpur,West,103,173,61,4.14,27,216,Poor,2019,11
2019-11-22,Nagpur,West,96,166,54,3.99,19,207,Poor,2019,11
2019-11-22,Nagpur,West,93,153,47,3.28,19,185,Moderate,2019,11
2019-11-22,Nagpur,West,88,148,46,3.3,23,190,Moderate,2019,11
2019-11-23,Nagpur,West,108,147,42,2.98,23,188,Moderate,2019,11
2019-11-25,Nagpur,West,90,183,45,3.41,22,204,Poor,2019,11
2019-11-25,Nagpur,West,91,203,55,3.74,23,227,Poor,2019,11
2019-11-25,Nagpur,West,70,181,51,3.41,26,189,Moderate,2019,11
2019-11-26,Nagpur,West,89,158,50,3.57,26,181,Moderate,2019,11
2019-11-26,Nagpur,West,87,155,36,3.45,25,180,Moderate,2019,11
2019-12-02,Nagpur,West,97,187,56,3.67,21,220,Poor,2019,12
2019-12-05,Nagpur,West,92,209,55,4.08,22,234,Poor,2019,12
2019-12-08,Nagpur,West,98,188,47,4.06,23,217,Poor,2019,12
2019-12-08,Nagpur,West,101,222,51,3.84,35,225,Poor,2019,12
2019-12-08,Nagpur,West,106,214,58,3.84,26,228,Poor,2019,12
2019-12-10,Nagpur,West,106,186,46,3.91,29,222,Poor,2019,12
2019-12-11,Nagpur,West,114,233,50,4.66,31,254,Poor,2019,12
2019-12-11,Nagpur,West,100,203,53,4.53,23,231,Poor,2019,12
2019-12-11,Nagpur,West,88,165,53,3.15,19,193,Moderate,2019,12
2019-12-12,Nagpur,West,123,198,67,4.08,25,234,Poor,2019,12
2019-12-14,Nagpur,West,102,186,50,4.3,25,221,Poor,2019,12
2019-12-16,Nagpur,West,122,206,65,4.49,30,244,Poor,2019,12
2019-12-16,Nagpur,West,80,181,60,4.26,26,224,Poor,2019,12
2019-12-17,Nagpur,West,99,178,55,3.95,36,220,Poor,2019,12
2019-12-18,Nagpur,West,82,171,50,2.97,27,198,Moderate,2019,12
2019-12-18,Nagpur,West,114,193,58,3.85,28,227,Poor,2019,12
2019-12-18,Nagpur,West,117,185,46,4.64,20,226,Poor,2019,12
2019-12-20,Nagpur,West,108,193,48,3.84,27,221,Poor,2019,12
2019-12-24,Nagpur,West,81,167,60,3.66,30,208,Poor,2019,12
2019-12-26,Nagpur,West,99,167,49,3.3,23,214,Poor,2019,12
2019-12-27,Nagpur,West,91,197,55,3.64,25,230,Poor,2019,12
2020-01-03,Nagpur,West,90,178,40,3.67,19,196,Moderate,2020,1
2020-01-06,Nagpur,West,95,186,54,4.54,26,218,Poor,2020,1
2020-01-06,Nagpur,West,92,150,46,3.71,19,190,Moderate,2020,1
2020-01-07,Nagpur,West,97,190,50,3.37,22,198,Moderate,2020,1
2020-01-07,Nagpur,West,93,174,52,3.25,17,199,Moderate,2020,1
2020-01-08,Nagpur,West,93,163,49,3.8,24,199,Moderate,2020,1
2020-01-09,Nagpur,West,105,204,55,4.46,28,240,Poor,2020,1
2020-01-09,Nagpur,West,91,158,46,3.18,27,181,Moderate,2020,1
2020-01-09,Nagpur,West,110,158,57,3.98,27,214,Poor,2020,1
2020-01-09,Nagpur,West,105,175,46,3.75,25,212,Poor,2020,1
2020-01-10,Nagpur,West,79,174,45,3.36,25,193,Moderate,2020,1
2020-01-10,Nagpur,West,92,183,49,4.1,25,211,Poor,2020,1
2020-01-10,Nagpur,West,65,143,42,3.38,20,182,Moderate,2020,1
2020-01-10,Nagpur,West,87,177,47,3.06,20,186,Moderate,2020,1
2020-01-10,Nagpur,West,101,174,47,3.57,23,208,Poor,2020,1
2020-01-11,Nagpur,West,97,183,48,3.49,26,209,Poor,2020,1
2020-01-15,Nagpur,West,100,190,54,4.02,24,216,Poor,2020,1
2020-01-18,Nagpur,West,100,181,45,4.02,19,204,Poor,2020,1
2020-01-23,Nagpur,West,93,160,46,3.81,17,205,Poor,2020,1
2020-01-26,Nagpur,West,71,183,40,3.22,21,194,Moderate,2020,1
2020-01-26,Nagpur,West,97,209,52,3.61,23,218,Poor,2020,1
2020-01-26,Nagpur,West,70,154,51,3.64,21,183,Moderate,2020,1
2020-01-26,Nagpur,West,77,143,45,2.99,17,175,Moderate,2020,1
2020-01-27,Nagpur,West,105,171,57,3.78,30,220,Poor,2020,1
2020-01-27,Nagpur,West,108,181,53,3.41,20,225,Poor,2020,1
2020-01-27,Nagpur,West,80,159,50,3.2,28,185,Moderate,2020,1
2020-02-01,Nagpur,West,95,158,49,3.92,21,213,Poor,2020,2
2020-02-02,Nagpur,West,87,183,51,3.08,17,200,Moderate,2020,2
2020-02-03,Nagpur,West,76,167,38,3.04,24,174,Moderate,2020,2
2020-02-05,Nagpur,West,73,169,43,3.88,27,192,Moderate,2020,2
2020-02-06,Nagpur,West,81,182,46,3.73,21,196,Moderate,2020,2
2020-02-06,Nagpur,West,74,181,55,2.84,20,194,Moderate,2020,2
2020-02-08,Nagpur,West,98,178,48,3.96,20,188,Moderate,2020,2
2020-02-08,Nagpur,West,83,154,43,3.59,26,200,Moderate,2020,2
2020-02-09,Nagpur,West,84,175,45,3.05,23,186,Moderate,2020,2
2020-02-10,Nagpur,West,102,173,49,3.82,23,205,Poor,2020,2
2020-02-11,Nagpur,West,74,128,48,3.43,12,168,Moderate,2020,2
2020-02-13,Nagpur,West,96,169,39,3.23,27,188,Moderate,2020,2
2020-02-13,Nagpur,West,61,121,43,2.83,23,153,Moderate,2020,2
2020-02-13,Nagpur,West,76,155,45,3.13,26,183,Moderate,2020,2
2020-02-14,Nagpur,West,100,187,50,3.38,24,194,Moderate,2020,2
2020-02-14,Nagpur,West,87,162,46,3.51,22,197,Moderate,2020,2
2020-02-17,Nagpur,West,93,166,49,3.65,20,192,Moderate,2020,2
2020-02-17,Nagpur,West,78,170,46,3.21,21,176,Moderate,2020,2
2020-02-17,Nagpur,West,85,159,52,2.87,25,183,Moderate,2020,2
2020-02-17,Nagpur,West,81,143,40,2.95,20,175,Moderate,2020,2
2020-02-18,Nagpur,West,85,159,51,3.8,21,174,Moderate,2020,2
2020-02-19,Nagpur,West,89,151,43,3.27,28,186,Moderate,2020,2
2020-02-20,Nagpur,West,97,194,56,4.16,30,227,Poor,2020,2
2020-02-20,Nagpur,West,78,175,48,3.44,27,193,Moderate,2020,2
2020-02-20,Nagpur,West,100,148,46,3.52,23,209,Poor,2020,2
2020-02-20,Nagpur,West,88,143,50,3.39,24,178,Moderate,2020,2
2020-02-20,Nagpur,West,74,154,44,2.66,22,179,Moderate,2020,2
2020-02-20,Nagpur,West,99,178,46,4.0,23,210,Poor,2020,2
2020-02-22,Nagpur,West,75,161,48,3.3,19,187,Moderate,2020,2
2020-02-24,Nagpur,West,90,179,55,3.85,19,214,Poor,2020,2
2020-02-26,Nagpur,West,79,151,34,3.22,23,185,Moderate,2020,2
2020-02-26,Nagpur,West,76,129,33,3.07,17,158,Moderate,2020,2
2020-02-26,Nagpur,West,87,154,50,3.61,24,193,Moderate,2020,2
2020-02-27,Nagpur,West,71,136,33,3.21,23,168,Moderate,2020,2
2020-03-01,Nagpur,West,84,161,38,3.07,9,174,Moderate,2020,3
2020-03-01,Nagpur,West,88,152,47,3.65,20,181,Moderate,2020,3
2020-03-01,Nagpur,West,75,161,42,3.74,20,179,Moderate,2020,3
2020-03-03,Nagpur,West,90,159,34,3.17,13,177,Moderate,2020,3
2020-03-03,Nagpur,West,66,128,42,2.83,18,159,Moderate,2020,3
2020-03-04,Nagpur,West,96,147,39,3.64,23,174,Moderate,2020,3
2020-03-06,Nagpur,West,74,153,38,3.0,21,170,Moderate,2020,3
2020-03-06,Nagpur,West,96,161,49,2.82,27,171,Moderate,2020,3
2020-03-06,Nagpur,West,86,148,38,2.99,20,176,Moderate,2020,3
2020-03-06,Nagpur,West,66,133,31,2.69,11,155,Moderate,2020,3
2020-03-07,Nagpur,West,85,154,52,3.58,30,197,Moderate,2020,3
2020-03-08,Nagpur,West,75,145,36,3.3,17,170,Moderate,2020,3
2020-03-11,Nagpur,West,74,176,46,3.43,24,184,Moderate,2020,3
2020-03-11,Nagpur,West,78,166,47,3.34,23,186,Moderate,2020,3
2020-03-12,Nagpur,West,93,143,39,2.6,20,178,Moderate,2020,3
2020-03-12,Nagpur,West,73,140,35,3.13,25,180,Moderate,2020,3
2020-03-13,Nagpur,West,72,158,31,2.51,21,166,Moderate,2020,3
2020-03-14,Nagpur,West,91,196,39,2.98,21,194,Moderate,2020,3
2020-03-15,Nagpur,West,91,151,33,3.1,25,174,Moderate,2020,3
2020-03-15,Nagpur,West,79,138,42,2.52,15,159,Moderate,2020,3
2020-03-17,Nagpur,West,87,156,45,3.1,17,175,Moderate,2020,3
2020-03-17,Nagpur,West,88,139,41,2.71,21,178,Moderate,2020,3
2020-03-18,Nagpur,West,79,152,39,2.91,18,178,Moderate,2020,3
2020-03-20,Nagpur,West,85,154,29,3.06,22,162,Moderate,2020,3
2020-03-20,Nagpur,West,87,148,51,3.25,21,175,Moderate,2020,3
2020-03-21,Nagpur,West,79,140,46,2.88,20,156,Moderate,2020,3
2020-03-25,Nagpur,West,65,123,34,2.66,10,151,Moderate,2020,3
2020-03-25,Nagpur,West,62,155,44,3.12,17,169,Moderate,2020,3
2020-04-02,Nagpur,West,67,166,40,3.94,16,173,Moderate,2020,4
2020-04-03,Nagpur,West,79,151,40,2.78,17,157,Moderate,2020,4
2020-04-03,Nagpur,West,62,106,35,2.85,17,135,Moderate,2020,4
2020-04-04,Nagpur,West,63,113,39,2.61,11,133,Moderate,2020,4
2020-04-04,Nagpur,West,70,136,36,2.36,17,153,Moderate,2020,4
2020-04-07,Nagpur,West,66,133,38,2.2,16,147,Moderate,2020,4
2020-04-08,Nagpur,West,66,138,41,2.89,26,160,Moderate,2020,4
2020-04-08,Nagpur,West,82,184,48,3.53,28,193,Moderate,2020,4
2020-04-08,Nagpur,West,67,120,44,2.8,18,153,Moderate,2020,4
2020-04-08,Nagpur,West,84,157,49,2.85,19,177,Moderate,2020,4
2020-04-10,Nagpur,West,78,138,41,2.88,19,165,Moderate,2020,4
2020-04-10,Nagpur,West,73,137,43,3.39,16,164,Moderate,2020,4
2020-04-10,Nagpur,West,76,143,39,3.12,27,165,Moderate,2020,4
2020-04-10,Nagpur,West,79,147,37,3.05,12,157,Moderate,2020,4
2020-04-11,Nagpur,West,55,158,36,3.11,11,173,Moderate,2020,4
2020-04-11,Nagpur,West,70,170,39,2.56,17,161,Moderate,2020,4
2020-04-12,Nagpur,West,62,145,36,2.69,12,146,Moderate,2020,4
2020-04-12,Nagpur,West,63,102,35,2.98,14,136,Moderate,2020,4
2020-04-15,Nagpur,West,58,120,35,2.35,18,140,Moderate,2020,4
2020-04-16,Nagpur,West,77,147,39,2.51,20,159,Moderate,2020,4
2020-04-18,Nagpur,West,96,154,48,3.85,23,187,Moderate,2020,4
2020-04-19,Nagpur,West,77,168,35,3.06,18,165,Moderate,2020,4
2020-04-20,Nagpur,West,77,109,39,3.39,24,161,Moderate,2020,4
2020-04-21,Nagpur,West,76,124,31,2.58,16,154,Moderate,2020,4
2020-04-22,Nagpur,West,69,138,40,2.49,20,148,Moderate,2020,4
2020-04-23,Nagpur,West,70,102,48,2.64,22,147,Moderate,2020,4
2020-04-23,Nagpur,West,69,114,42,2.95,17,153,Moderate,2020,4
2020-04-24,Nagpur,West,71,113,39,2.68,16,153,Moderate,2020,4
2020-04-24,Nagpur,West,84,146,36,3.23,20,181,Moderate,2020,4
2020-04-24,Nagpur,West,70,123,32,2.62,17,145,Moderate,2020,4
2020-04-26,Nagpur,West,74,138,49,3.66,17,177,Moderate,2020,4
2020-04-26,Nagpur,West,77,111,31,3.44,19,141,Moderate,2020,4
2020-04-26,Nagpur,West,73,130,32,2.41,10,154,Moderate,2020,4
2020-04-27,Nagpur,West,58,151,37,2.41,7,143,Moderate,2020,4
2020-05-01,Nagpur,West,48,121,24,2.22,13,125,Moderate,2020,5
2020-05-01,Nagpur,West,63,84,30,2.5,7,121,Moderate,2020,5
2020-05-02,Nagpur,West,70,109,24,2.89,19,143,Moderate,2020,5
2020-05-02,Nagpur,West,68,117,25,2.49,13,143,Moderate,2020,5
2020-05-06,Nagpur,West,36,86,30,1.37,15,110,Moderate,2020,5
2020-05-07,Nagpur,West,62,134,37,2.93,17,147,Moderate,2020,5
2020-05-07,Nagpur,West,67,122,34,2.59,22,152,Moderate,2020,5
2020-05-08,Nagpur,West,61,105,29,2.44,7,140,Moderate,2020,5
2020-05-09,Nagpur,West,53,113,34,2.31,11,130,Moderate,2020,5
2020-05-10,Nagpur,West,71,119,32,2.73,19,154,Moderate,2020,5
2020-05-10,Nagpur,West,49,105,36,2.2,16,135,Moderate,2020,5
2020-05-10,Nagpur,West,45,109,27,2.15,14,125,Moderate,2020,5
2020-05-11,Nagpur,West,56,117,37,2.3,16,136,Moderate,2020,5
2020-05-14,Nagpur,West,41,109,26,2.4,17,126,Moderate,2020,5
2020-05-15,Nagpur,West,62,107,36,2.41,16,138,Moderate,2020,5
2020-05-18,Nagpur,West,72,126,40,2.6,15,144,Moderate,2020,5
2020-05-19,Nagpur,West,52,105,40,2.95,15,131,Moderate,2020,5
2020-05-19,Nagpur,West,71,134,34,2.42,15,130,Moderate,2020,5
2020-05-20,Nagpur,West,63,128,29,1.88,17,145,Moderate,2020,5
2020-05-20,Nagpur,West,68,122,32,2.85,14,142,Moderate,2020,5
2020-05-21,Nagpur,West,55,130,33,2.73,13,142,Moderate,2020,5
2020-05-22,Nagpur,West,52,91,25,1.94,16,114,Moderate,2020,5
2020-05-22,Nagpur,West,65,131,35,3.15,20,152,Moderate,2020,5
2020-05-23,Nagpur,West,46,121,30,1.97,12,130,Moderate,2020,5
2020-05-23,Nagpur,West,55,115,33,2.38,13,125,Moderate,2020,5
2020-05-24,Nagpur,West,55,84,24,1.8,14,113,Moderate,2020,5
2020-05-25,Nagpur,West,50,128,34,3.05,18,143,Moderate,2020,5
2020-05-26,Nagpur,West,65,118,34,2.45,15,141,Moderate,2020,5
2020-05-26,Nagpur,West,63,133,34,2.27,15,139,Moderate,2020,5
2020-05-27,Nagpur,West,52,74,35,1.84,18,115,Moderate,2020,5
2020-05-27,Nagpur,West,78,103,33,2.24,22,131,Moderate,2020,5
2020-06-01,Nagpur,West,46,85,27,2.26,14,108,Moderate,2020,6
2020-06-01,Nagpur,West,70,104,28,1.9,12,126,Moderate,2020,6
2020-06-03,Nagpur,West,50,96,21,2.22,18,96,Satisfactory,2020,6
2020-06-04,Nagpur,West,42,59,21,1.09,7,70,Satisfactory,2020,6
2020-06-05,Nagpur,West,61,79,19,1.75,7,101,Moderate,2020,6
2020-06-08,Nagpur,West,65,130,33,1.84,13,121,Moderate,2020,6
2020-06-08,Nagpur,West,52,105,23,1.86,8,107,Moderate,2020,6
2020-06-10,Nagpur,West,68,108,37,2.35,21,134,Moderate,2020,6
2020-06-10,Nagpur,West,49,80,20,1.81,16,112,Moderate,2020,6
2020-06-11,Nagpur,West,50,108,30,2.41,22,119,Moderate,2020,6
2020-06-13,Nagpur,West,66,91,17,1.72,14,109,Moderate,2020,6
2020-06-15,Nagpur,West,51,77,27,2.16,19,108,Moderate,2020,6
2020-06-19,Nagpur,West,57,113,36,1.75,3,121,Moderate,2020,6
2020-06-20,Nagpur,West,33,124,23,2.41,16,102,Moderate,2020,6
2020-06-20,Nagpur,West,40,100,25,1.85,8,98,Satisfactory,2020,6
2020-06-21,Nagpur,West,57,97,25,2.03,12,115,Moderate,2020,6
2020-06-21,Nagpur,West,67,123,40,2.65,19,144,Moderate,2020,6
2020-06-22,Nagpur,West,66,138,32,2.67,18,130,Moderate,2020,6
2020-06-24,Nagpur,West,57,81,27,2.08,10,119,Moderate,2020,6
2020-06-25,Nagpur,West,50,80,22,1.82,16,106,Moderate,2020,6
2020-06-25,Nagpur,West,45,100,28,2.12,11,123,Moderate,2020,6
2020-06-27,Nagpur,West,51,80,19,1.77,16,108,Moderate,2020,6
2020-06-27,Nagpur,West,42,83,26,1.31,14,100,Satisfactory,2020,6
2020-06-27,Nagpur,West,55,86,32,1.38,10,106,Moderate,2020,6
2020-06-27,Nagpur,West,56,105,30,2.18,13,110,Moderate,2020,6
2020-06-27,Nagpur,West,61,96,24,2.74,11,112,Moderate,2020,6
2020-07-05,Nagpur,West,50,92,21,2.22,14,114,Moderate,2020,7
2020-07-05,Nagpur,West,52,111,36,2.41,14,119,Moderate,2020,7
2020-07-05,Nagpur,West,39,61,20,1.07,10,79,Satisfactory,2020,7
2020-07-08,Nagpur,West,66,111,37,2.04,17,129,Moderate,2020,7
2020-07-08,Nagpur,West,59,112,30,2.47,19,126,Moderate,2020,7
2020-07-09,Nagpur,West,47,86,26,1.16,6,101,Moderate,2020,7
2020-07-10,Nagpur,West,49,124,32,2.27,17,135,Moderate,2020,7
2020-07-10,Nagpur,West,53,120,28,2.22,14,111,Moderate,2020,7
2020-07-10,Nagpur,West,57,106,27,1.89,15,122,Moderate,2020,7
2020-07-12,Nagpur,West,54,86,24,1.84,11,107,Moderate,2020,7
2020-07-13,Nagpur,West,51,74,20,2.31,7,89,Satisfactory,2020,7
2020-07-14,Nagpur,West,54,88,22,2.1,15,103,Moderate,2020,7
2020-07-14,Nagpur,West,50,69,20,1.66,12,89,Satisfactory,2020,7
2020-07-15,Nagpur,West,41,63,30,2.18,12,101,Moderate,2020,7
2020-07-16,Nagpur,West,43,98,27,2.2,9,105,Moderate,2020,7
2020-07-17,Nagpur,West,57,96,20,2.08,11,114,Moderate,2020,7
2020-07-17,Nagpur,West,57,91,27,2.0,13,114,Moderate,2020,7
2020-07-18,Nagpur,West,48,82,29,1.6,13,94,Satisfactory,2020,7
2020-07-22,Nagpur,West,50,119,32,2.33,17,125,Moderate,2020,7
2020-07-23,Nagpur,West,49,114,30,2.38,12,134,Moderate,2020,7
2020-07-23,Nagpur,West,45,90,24,2.26,19,121,Moderate,2020,7
2020-07-23,Nagpur,West,35,105,17,1.39,9,92,Satisfactory,2020,7
2020-07-23,Nagpur,West,46,85,20,1.75,12,91,Satisfactory,2020,7
2020-07-24,Nagpur,West,65,74,23,2.19,20,112,Moderate,2020,7
2020-07-25,Nagpur,West,70,120,20,2.37,16,118,Moderate,2020,7
2020-07-25,Nagpur,West,29,78,23,2.2,8,107,Moderate,2020,7
2020-07-25,Nagpur,West,77,114,34,2.64,13,148,Moderate,2020,7
2020-08-01,Nagpur,West,49,76,25,2.4,10,113,Moderate,2020,8
2020-08-01,Nagpur,West,72,139,28,2.67,13,152,Moderate,2020,8
2020-08-02,Nagpur,West,55,93,21,2.2,14,118,Moderate,2020,8
2020-08-05,Nagpur,West,52,104,20,2.21,16,106,Moderate,2020,8
2020-08-05,Nagpur,West,59,107,29,2.69,8,126,Moderate,2020,8
2020-08-07,Nagpur,West,36,72,22,1.59,1,86,Satisfactory,2020,8
2020-08-08,Nagpur,West,48,121,38,2.33,18,130,Moderate,2020,8
2020-08-08,Nagpur,West,59,92,34,1.96,15,117,Moderate,2020,8
2020-08-10,Nagpur,West,45,92,23,2.18,12,108,Moderate,2020,8
2020-08-11,Nagpur,West,51,85,25,1.8,12,121,Moderate,2020,8
2020-08-11,Nagpur,West,60,122,20,2.26,12,122,Moderate,2020,8
2020-08-16,Nagpur,West,58,104,30,2.38,13,132,Moderate,2020,8
2020-08-16,Nagpur,West,70,88,22,2.48,10,112,Moderate,2020,8
2020-08-17,Nagpur,West,55,105,34,2.06,15,118,Moderate,2020,8
2020-08-18,Nagpur,West,43,98,27,1.75,14,104,Moderate,2020,8
2020-08-18,Nagpur,West,50,108,35,1.95,10,104,Moderate,2020,8
2020-08-18,Nagpur,West,58,90,24,2.19,18,107,Moderate,2020,8
2020-08-21,Nagpur,West,46,97,18,1.86,16,110,Moderate,2020,8
2020-08-21,Nagpur,West,64,113,29,1.49,17,113,Moderate,2020,8
2020-08-22,Nagpur,West,40,97,14,1.54,5,117,Moderate,2020,8
2020-08-25,Nagpur,West,54,105,33,1.69,15,106,Moderate,2020,8
2020-08-26,Nagpur,West,51,89,27,2.43,10,119,Moderate,2020,8
2020-09-02,Nagpur,West,65,95,32,2.19,24,128,Moderate,2020,9
